"order_id","customer_id","employee_id","order_date","ship_city"
10662,"LONEP",3,"1997-09-09","Portland"
10663,"BONAP",2,"1997-09-10","Marseille"
10664,"FURIB",1,"1997-09-10","Lisboa"
10665,"LONEP",1,"1997-09-11","Portland"
10666,"RICSU",7,"1997-09-12","Genève"
10667,"ERNSH",7,"1997-09-12","Graz"
10668,"WANDK",1,"1997-09-15","Stuttgart"
10669,"SIMOB",2,"1997-09-15","Kobenhavn"
10670,"FRANK",4,"1997-09-16","München"
10671,"FRANR",1,"1997-09-17","Nantes"
10672,"BERGS",9,"1997-09-17","Luleå"
10673,"WILMK",2,"1997-09-18","Helsinki"
10674,"ISLAT",4,"1997-09-18","Cowes"
10675,"FRANK",5,"1997-09-19","München"
10676,"TORTU",2,"1997-09-22","México D.F."
10677,"ANTON",1,"1997-09-22","México D.F."
10678,"SAVEA",7,"1997-09-23","Boise"
10679,"BLONP",8,"1997-09-23","Strasbourg"
10680,"OLDWO",1,"1997-09-24","Anchorage"
10681,"GREAL",3,"1997-09-25","Eugene"
10682,"ANTON",3,"1997-09-25","México D.F."
10683,"DUMON",2,"1997-09-26","Nantes"
10684,"OTTIK",3,"1997-09-26","Köln"
10685,"GOURL",4,"1997-09-29","Campinas"
10686,"PICCO",2,"1997-09-30","Salzburg"
10687,"HUNGO",9,"1997-09-30","Cork"
10688,"VAFFE",4,"1997-10-01","Århus"
10689,"BERGS",1,"1997-10-01","Luleå"
10690,"HANAR",1,"1997-10-02","Rio de Janeiro"
10691,"QUICK",2,"1997-10-03","Cunewalde"
10692,"ALFKI",4,"1997-10-03","Berlin"
10693,"WHITC",3,"1997-10-06","Seattle"
10694,"QUICK",8,"1997-10-06","Cunewalde"
10695,"WILMK",7,"1997-10-07","Helsinki"
10696,"WHITC",8,"1997-10-08","Seattle"
10697,"LINOD",3,"1997-10-08","I. de Margarita"
10698,"ERNSH",4,"1997-10-09","Graz"
10699,"MORGK",3,"1997-10-09","Leipzig"
10700,"SAVEA",3,"1997-10-10","Boise"
10701,"HUNGO",6,"1997-10-13","Cork"
10702,"ALFKI",4,"1997-10-13","Berlin"
10703,"FOLKO",6,"1997-10-14","Bräcke"
10704,"QUEEN",6,"1997-10-14","Sao Paulo"
10705,"HILAA",9,"1997-10-15","San Cristóbal"
10706,"OLDWO",8,"1997-10-16","Anchorage"
10707,"AROUT",4,"1997-10-16","Colchester"
10708,"THEBI",6,"1997-10-17","Portland"
10709,"GOURL",1,"1997-10-17","Campinas"
10710,"FRANS",1,"1997-10-20","Torino"
10711,"SAVEA",5,"1997-10-21","Boise"
10712,"HUNGO",3,"1997-10-21","Cork"
10713,"SAVEA",1,"1997-10-22","Boise"
10714,"SAVEA",5,"1997-10-22","Boise"
10715,"BONAP",3,"1997-10-23","Marseille"
10716,"RANCH",4,"1997-10-24","Buenos Aires"
10717,"FRANK",1,"1997-10-24","München"
10718,"KOENE",1,"1997-10-27","Brandenburg"
10719,"LETSS",8,"1997-10-27","San Francisco"
10720,"QUEDE",8,"1997-10-28","Rio de Janeiro"
10721,"QUICK",5,"1997-10-29","Cunewalde"
10722,"SAVEA",8,"1997-10-29","Boise"
10723,"WHITC",3,"1997-10-30","Seattle"
10724,"MEREP",8,"1997-10-30","Montréal"
10725,"FAMIA",4,"1997-10-31","Sao Paulo"
10726,"EASTC",4,"1997-11-03","London"
10727,"REGGC",2,"1997-11-03","Reggio Emilia"
10728,"QUEEN",4,"1997-11-04","Sao Paulo"
10729,"LINOD",8,"1997-11-04","I. de Margarita"
10730,"BONAP",5,"1997-11-05","Marseille"
10731,"CHOPS",7,"1997-11-06","Bern"
10732,"BONAP",3,"1997-11-06","Marseille"
10733,"BERGS",1,"1997-11-07","Luleå"
10734,"GOURL",2,"1997-11-07","Campinas"
10735,"LETSS",6,"1997-11-10","San Francisco"
10736,"HUNGO",9,"1997-11-11","Cork"
10737,"VINET",2,"1997-11-11","Reims"
10738,"SPECD",2,"1997-11-12","Paris"
10739,"VINET",3,"1997-11-12","Reims"
10740,"WHITC",4,"1997-11-13","Seattle"
10741,"AROUT",4,"1997-11-14","Colchester"
10742,"BOTTM",3,"1997-11-14","Tsawassen"
10743,"AROUT",1,"1997-11-17","Colchester"
10744,"VAFFE",6,"1997-11-17","Århus"
10745,"QUICK",9,"1997-11-18","Cunewalde"
10746,"CHOPS",1,"1997-11-19","Bern"
10747,"PICCO",6,"1997-11-19","Salzburg"
10748,"SAVEA",3,"1997-11-20","Boise"
10749,"ISLAT",4,"1997-11-20","Cowes"
10750,"WARTH",9,"1997-11-21","Oulu"
10751,"RICSU",3,"1997-11-24","Genève"
10752,"NORTS",2,"1997-11-24","London"
10753,"FRANS",3,"1997-11-25","Torino"
10754,"MAGAA",6,"1997-11-25","Bergamo"
10755,"BONAP",4,"1997-11-26","Marseille"
10756,"SPLIR",8,"1997-11-27","Lander"
10757,"SAVEA",6,"1997-11-27","Boise"
10758,"RICSU",3,"1997-11-28","Genève"
10759,"ANATR",3,"1997-11-28","México D.F."
10760,"MAISD",4,"1997-12-01","Bruxelles"
10761,"RATTC",5,"1997-12-02","Albuquerque"
10762,"FOLKO",3,"1997-12-02","Bräcke"
10763,"FOLIG",3,"1997-12-03","Lille"
10764,"ERNSH",6,"1997-12-03","Graz"
10765,"QUICK",3,"1997-12-04","Cunewalde"
10766,"OTTIK",4,"1997-12-05","Köln"
10767,"SUPRD",4,"1997-12-05","Charleroi"
10768,"AROUT",3,"1997-12-08","Colchester"
10769,"VAFFE",3,"1997-12-08","Århus"
10770,"HANAR",8,"1997-12-09","Rio de Janeiro"
10771,"ERNSH",9,"1997-12-10","Graz"
10772,"LEHMS",3,"1997-12-10","Frankfurt a.M."
10773,"ERNSH",1,"1997-12-11","Graz"
10774,"FOLKO",4,"1997-12-11","Bräcke"
10775,"THECR",7,"1997-12-12","Butte"
10776,"ERNSH",1,"1997-12-15","Graz"
10777,"GOURL",7,"1997-12-15","Campinas"
10778,"BERGS",3,"1997-12-16","Luleå"
10779,"MORGK",3,"1997-12-16","Leipzig"
10780,"LILAS",2,"1997-12-16","Barquisimeto"
10781,"WARTH",2,"1997-12-17","Oulu"
10782,"CACTU",9,"1997-12-17","Buenos Aires"
10783,"HANAR",4,"1997-12-18","Rio de Janeiro"
10784,"MAGAA",4,"1997-12-18","Bergamo"
10785,"GROSR",1,"1997-12-18","Caracas"
10786,"QUEEN",8,"1997-12-19","Sao Paulo"
10787,"LAMAI",2,"1997-12-19","Toulouse"
10788,"QUICK",1,"1997-12-22","Cunewalde"
10789,"FOLIG",1,"1997-12-22","Lille"
10790,"GOURL",6,"1997-12-22","Campinas"
10791,"FRANK",6,"1997-12-23","München"
10792,"WOLZA",1,"1997-12-23","Warszawa"
10793,"AROUT",3,"1997-12-24","Colchester"
10794,"QUEDE",6,"1997-12-24","Rio de Janeiro"
10795,"ERNSH",8,"1997-12-24","Graz"
10796,"HILAA",3,"1997-12-25","San Cristóbal"
10797,"DRACD",7,"1997-12-25","Aachen"
10798,"ISLAT",2,"1997-12-26","Cowes"
10799,"KOENE",9,"1997-12-26","Brandenburg"
10800,"SEVES",1,"1997-12-26","London"
10801,"BOLID",4,"1997-12-29","Madrid"
10802,"SIMOB",4,"1997-12-29","Kobenhavn"
10803,"WELLI",4,"1997-12-30","Resende"
10804,"SEVES",6,"1997-12-30","London"
10805,"THEBI",2,"1997-12-30","Portland"
10806,"VICTE",3,"1997-12-31","Lyon"
10807,"FRANS",4,"1997-12-31","Torino"
10808,"OLDWO",2,"1998-01-01","Anchorage"
10809,"WELLI",7,"1998-01-01","Resende"
10810,"LAUGB",2,"1998-01-01","Vancouver"
10811,"LINOD",8,"1998-01-02","I. de Margarita"
10812,"REGGC",5,"1998-01-02","Reggio Emilia"
10813,"RICAR",1,"1998-01-05","Rio de Janeiro"
10814,"VICTE",3,"1998-01-05","Lyon"
10815,"SAVEA",2,"1998-01-05","Boise"
10816,"GREAL",4,"1998-01-06","Eugene"
10817,"KOENE",3,"1998-01-06","Brandenburg"
10818,"MAGAA",7,"1998-01-07","Bergamo"
10819,"CACTU",2,"1998-01-07","Buenos Aires"
10820,"RATTC",3,"1998-01-07","Albuquerque"
10821,"SPLIR",1,"1998-01-08","Lander"
10822,"TRAIH",6,"1998-01-08","Kirkland"
10823,"LILAS",5,"1998-01-09","Barquisimeto"
10824,"FOLKO",8,"1998-01-09","Bräcke"
10825,"DRACD",1,"1998-01-09","Aachen"
10826,"BLONP",6,"1998-01-12","Strasbourg"
10827,"BONAP",1,"1998-01-12","Marseille"
10828,"RANCH",9,"1998-01-13","Buenos Aires"
10829,"ISLAT",9,"1998-01-13","Cowes"
10830,"TRADH",4,"1998-01-13","Sao Paulo"
10831,"SANTG",3,"1998-01-14","Stavern"
10832,"LAMAI",2,"1998-01-14","Toulouse"
10833,"OTTIK",6,"1998-01-15","Köln"
10834,"TRADH",1,"1998-01-15","Sao Paulo"
10835,"ALFKI",1,"1998-01-15","Berlin"
10836,"ERNSH",7,"1998-01-16","Graz"
10837,"BERGS",9,"1998-01-16","Luleå"
10838,"LINOD",3,"1998-01-19","I. de Margarita"
10839,"TRADH",3,"1998-01-19","Sao Paulo"
10840,"LINOD",4,"1998-01-19","I. de Margarita"
10841,"SUPRD",5,"1998-01-20","Charleroi"
10842,"TORTU",1,"1998-01-20","México D.F."
10843,"VICTE",4,"1998-01-21","Lyon"
10844,"PICCO",8,"1998-01-21","Salzburg"
10845,"QUICK",8,"1998-01-21","Cunewalde"
10846,"SUPRD",2,"1998-01-22","Charleroi"
10847,"SAVEA",4,"1998-01-22","Boise"
10848,"CONSH",7,"1998-01-23","London"
10849,"KOENE",9,"1998-01-23","Brandenburg"
10850,"VICTE",1,"1998-01-23","Lyon"
10851,"RICAR",5,"1998-01-26","Rio de Janeiro"
10852,"RATTC",8,"1998-01-26","Albuquerque"
10853,"BLAUS",9,"1998-01-27","Mannheim"
10854,"ERNSH",3,"1998-01-27","Graz"
10855,"OLDWO",3,"1998-01-27","Anchorage"
10856,"ANTON",3,"1998-01-28","México D.F."
10857,"BERGS",8,"1998-01-28","Luleå"
10858,"LACOR",2,"1998-01-29","Versailles"
10859,"FRANK",1,"1998-01-29","München"
10860,"FRANR",3,"1998-01-29","Nantes"
10861,"WHITC",4,"1998-01-30","Seattle"
10862,"LEHMS",8,"1998-01-30","Frankfurt a.M."
10863,"HILAA",4,"1998-02-02","San Cristóbal"
10864,"AROUT",4,"1998-02-02","Colchester"
10865,"QUICK",2,"1998-02-02","Cunewalde"
10866,"BERGS",5,"1998-02-03","Luleå"
10867,"LONEP",6,"1998-02-03","Portland"
10868,"QUEEN",7,"1998-02-04","Sao Paulo"
10869,"SEVES",5,"1998-02-04","London"
10870,"WOLZA",5,"1998-02-04","Warszawa"
10871,"BONAP",9,"1998-02-05","Marseille"
10872,"GODOS",5,"1998-02-05","Sevilla"
10873,"WILMK",4,"1998-02-06","Helsinki"
10874,"GODOS",5,"1998-02-06","Sevilla"
10875,"BERGS",4,"1998-02-06","Luleå"
10876,"BONAP",7,"1998-02-09","Marseille"
10877,"RICAR",1,"1998-02-09","Rio de Janeiro"
10878,"QUICK",4,"1998-02-10","Cunewalde"
10879,"WILMK",3,"1998-02-10","Helsinki"
10880,"FOLKO",7,"1998-02-10","Bräcke"
10881,"CACTU",4,"1998-02-11","Buenos Aires"
10882,"SAVEA",4,"1998-02-11","Boise"
10883,"LONEP",8,"1998-02-12","Portland"
10884,"LETSS",4,"1998-02-12","San Francisco"
10885,"SUPRD",6,"1998-02-12","Charleroi"
10886,"HANAR",1,"1998-02-13","Rio de Janeiro"
10887,"GALED",8,"1998-02-13","Barcelona"
10888,"GODOS",1,"1998-02-16","Sevilla"
10889,"RATTC",9,"1998-02-16","Albuquerque"
10890,"DUMON",7,"1998-02-16","Nantes"
10891,"LEHMS",7,"1998-02-17","Frankfurt a.M."
10892,"MAISD",4,"1998-02-17","Bruxelles"
10893,"KOENE",9,"1998-02-18","Brandenburg"
10894,"SAVEA",1,"1998-02-18","Boise"
10895,"ERNSH",3,"1998-02-18","Graz"
10896,"MAISD",7,"1998-02-19","Bruxelles"
10897,"HUNGO",3,"1998-02-19","Cork"
10898,"OCEAN",4,"1998-02-20","Buenos Aires"
10899,"LILAS",5,"1998-02-20","Barquisimeto"
10900,"WELLI",1,"1998-02-20","Resende"
10901,"HILAA",4,"1998-02-23","San Cristóbal"
10902,"FOLKO",1,"1998-02-23","Bräcke"
10903,"HANAR",3,"1998-02-24","Rio de Janeiro"
10904,"WHITC",3,"1998-02-24","Seattle"
10905,"WELLI",9,"1998-02-24","Resende"
10906,"WOLZA",4,"1998-02-25","Warszawa"
10907,"SPECD",6,"1998-02-25","Paris"
10908,"REGGC",4,"1998-02-26","Reggio Emilia"
10909,"SANTG",1,"1998-02-26","Stavern"
10910,"WILMK",1,"1998-02-26","Helsinki"
10911,"GODOS",3,"1998-02-26","Sevilla"
10912,"HUNGO",2,"1998-02-26","Cork"
10913,"QUEEN",4,"1998-02-26","Sao Paulo"
10914,"QUEEN",6,"1998-02-27","Sao Paulo"
10915,"TORTU",2,"1998-02-27","México D.F."
10916,"RANCH",1,"1998-02-27","Buenos Aires"
10917,"ROMEY",4,"1998-03-02","Madrid"
10918,"BOTTM",3,"1998-03-02","Tsawassen"
10919,"LINOD",2,"1998-03-02","I. de Margarita"
10920,"AROUT",4,"1998-03-03","Colchester"
10921,"VAFFE",1,"1998-03-03","Århus"
10922,"HANAR",5,"1998-03-03","Rio de Janeiro"
10923,"LAMAI",7,"1998-03-03","Toulouse"
10924,"BERGS",3,"1998-03-04","Luleå"
10925,"HANAR",3,"1998-03-04","Rio de Janeiro"
10926,"ANATR",4,"1998-03-04","México D.F."
10927,"LACOR",4,"1998-03-05","Versailles"
10928,"GALED",1,"1998-03-05","Barcelona"
10929,"FRANK",6,"1998-03-05","München"
10930,"SUPRD",4,"1998-03-06","Charleroi"
10931,"RICSU",4,"1998-03-06","Genève"
10932,"BONAP",8,"1998-03-06","Marseille"
10933,"ISLAT",6,"1998-03-06","Cowes"
10934,"LEHMS",3,"1998-03-09","Frankfurt a.M."
10935,"WELLI",4,"1998-03-09","Resende"
10936,"GREAL",3,"1998-03-09","Eugene"
10937,"CACTU",7,"1998-03-10","Buenos Aires"
10938,"QUICK",3,"1998-03-10","Cunewalde"
10939,"MAGAA",2,"1998-03-10","Bergamo"
10940,"BONAP",8,"1998-03-11","Marseille"
10941,"SAVEA",7,"1998-03-11","Boise"
10942,"REGGC",9,"1998-03-11","Reggio Emilia"
10943,"BSBEV",4,"1998-03-11","London"
10944,"BOTTM",6,"1998-03-12","Tsawassen"
10945,"MORGK",4,"1998-03-12","Leipzig"
10946,"VAFFE",1,"1998-03-12","Århus"
10947,"BSBEV",3,"1998-03-13","London"
10948,"GODOS",3,"1998-03-13","Sevilla"
10949,"BOTTM",2,"1998-03-13","Tsawassen"
10950,"MAGAA",1,"1998-03-16","Bergamo"
10951,"RICSU",9,"1998-03-16","Genève"
10952,"ALFKI",1,"1998-03-16","Berlin"
10953,"AROUT",9,"1998-03-16","Colchester"
10954,"LINOD",5,"1998-03-17","I. de Margarita"
10955,"FOLKO",8,"1998-03-17","Bräcke"
10956,"BLAUS",6,"1998-03-17","Mannheim"
10957,"HILAA",8,"1998-03-18","San Cristóbal"
10958,"OCEAN",7,"1998-03-18","Buenos Aires"
10959,"GOURL",6,"1998-03-18","Campinas"
10960,"HILAA",3,"1998-03-19","San Cristóbal"
10961,"QUEEN",8,"1998-03-19","Sao Paulo"
10962,"QUICK",8,"1998-03-19","Cunewalde"
10963,"FURIB",9,"1998-03-19","Lisboa"
10964,"SPECD",3,"1998-03-20","Paris"
10965,"OLDWO",6,"1998-03-20","Anchorage"
10966,"CHOPS",4,"1998-03-20","Bern"
10967,"TOMSP",2,"1998-03-23","Münster"
10968,"ERNSH",1,"1998-03-23","Graz"
10969,"COMMI",1,"1998-03-23","Sao Paulo"
10970,"BOLID",9,"1998-03-24","Madrid"
10971,"FRANR",2,"1998-03-24","Nantes"
10972,"LACOR",4,"1998-03-24","Versailles"
10973,"LACOR",6,"1998-03-24","Versailles"
10974,"SPLIR",3,"1998-03-25","Lander"
10975,"BOTTM",1,"1998-03-25","Tsawassen"
10976,"HILAA",1,"1998-03-25","San Cristóbal"
10977,"FOLKO",8,"1998-03-26","Bräcke"
10978,"MAISD",9,"1998-03-26","Bruxelles"
10979,"ERNSH",8,"1998-03-26","Graz"
10980,"FOLKO",4,"1998-03-27","Bräcke"
10981,"HANAR",1,"1998-03-27","Rio de Janeiro"
10982,"BOTTM",2,"1998-03-27","Tsawassen"
10983,"SAVEA",2,"1998-03-27","Boise"
10984,"SAVEA",1,"1998-03-30","Boise"
10985,"HUNGO",2,"1998-03-30","Cork"
10986,"OCEAN",8,"1998-03-30","Buenos Aires"
10987,"EASTC",8,"1998-03-31","London"
10988,"RATTC",3,"1998-03-31","Albuquerque"
10989,"QUEDE",2,"1998-03-31","Rio de Janeiro"
10990,"ERNSH",2,"1998-04-01","Graz"
10991,"QUICK",1,"1998-04-01","Cunewalde"
10992,"THEBI",1,"1998-04-01","Portland"
10993,"FOLKO",7,"1998-04-01","Bräcke"
10994,"VAFFE",2,"1998-04-02","Århus"
10995,"PERIC",1,"1998-04-02","México D.F."
10996,"QUICK",4,"1998-04-02","Cunewalde"
10997,"LILAS",8,"1998-04-03","Barquisimeto"
10998,"WOLZA",8,"1998-04-03","Warszawa"
10999,"OTTIK",6,"1998-04-03","Köln"
11000,"RATTC",2,"1998-04-06","Albuquerque"
11001,"FOLKO",2,"1998-04-06","Bräcke"
11002,"SAVEA",4,"1998-04-06","Boise"
11003,"THECR",3,"1998-04-06","Butte"
11004,"MAISD",3,"1998-04-07","Bruxelles"
11005,"WILMK",2,"1998-04-07","Helsinki"
11006,"GREAL",3,"1998-04-07","Eugene"
11007,"PRINI",8,"1998-04-08","Lisboa"
11008,"ERNSH",7,"1998-04-08","Graz"
11009,"GODOS",2,"1998-04-08","Sevilla"
11010,"REGGC",2,"1998-04-09","Reggio Emilia"
11011,"ALFKI",3,"1998-04-09","Berlin"
11012,"FRANK",1,"1998-04-09","München"
11013,"ROMEY",2,"1998-04-09","Madrid"
11014,"LINOD",2,"1998-04-10","I. de Margarita"
11015,"SANTG",2,"1998-04-10","Stavern"
11016,"AROUT",9,"1998-04-10","Colchester"
11017,"ERNSH",9,"1998-04-13","Graz"
11018,"LONEP",4,"1998-04-13","Portland"
11019,"RANCH",6,"1998-04-13","Buenos Aires"
11020,"OTTIK",2,"1998-04-14","Köln"
11021,"QUICK",3,"1998-04-14","Cunewalde"
11022,"HANAR",9,"1998-04-14","Rio de Janeiro"
11023,"BSBEV",1,"1998-04-14","London"
11024,"EASTC",4,"1998-04-15","London"
11025,"WARTH",6,"1998-04-15","Oulu"
11026,"FRANS",4,"1998-04-15","Torino"
11027,"BOTTM",1,"1998-04-16","Tsawassen"
11028,"KOENE",2,"1998-04-16","Brandenburg"
11029,"CHOPS",4,"1998-04-16","Bern"
11030,"SAVEA",7,"1998-04-17","Boise"
11031,"SAVEA",6,"1998-04-17","Boise"
11032,"WHITC",2,"1998-04-17","Seattle"
11033,"RICSU",7,"1998-04-17","Genève"
11034,"OLDWO",8,"1998-04-20","Anchorage"
11035,"SUPRD",2,"1998-04-20","Charleroi"
11036,"DRACD",8,"1998-04-20","Aachen"
11037,"GODOS",7,"1998-04-21","Sevilla"
11038,"SUPRD",1,"1998-04-21","Charleroi"
11039,"LINOD",1,"1998-04-21","I. de Margarita"
11040,"GREAL",4,"1998-04-22","Eugene"
11041,"CHOPS",3,"1998-04-22","Bern"
11042,"COMMI",2,"1998-04-22","Sao Paulo"
11043,"SPECD",5,"1998-04-22","Paris"
11044,"WOLZA",4,"1998-04-23","Warszawa"
11045,"BOTTM",6,"1998-04-23","Tsawassen"
11046,"WANDK",8,"1998-04-23","Stuttgart"
11047,"EASTC",7,"1998-04-24","London"
11048,"BOTTM",7,"1998-04-24","Tsawassen"
11049,"GOURL",3,"1998-04-24","Campinas"
11050,"FOLKO",8,"1998-04-27","Bräcke"
11051,"LAMAI",7,"1998-04-27","Toulouse"
11052,"HANAR",3,"1998-04-27","Rio de Janeiro"
11053,"PICCO",2,"1998-04-27","Salzburg"
11054,"CACTU",8,"1998-04-28","Buenos Aires"
11055,"HILAA",7,"1998-04-28","San Cristóbal"
11056,"EASTC",8,"1998-04-28","London"
11057,"NORTS",3,"1998-04-29","London"
11058,"BLAUS",9,"1998-04-29","Mannheim"
11059,"RICAR",2,"1998-04-29","Rio de Janeiro"
11060,"FRANS",2,"1998-04-30","Torino"
11061,"GREAL",4,"1998-04-30","Eugene"
11062,"REGGC",4,"1998-04-30","Reggio Emilia"
11063,"HUNGO",3,"1998-04-30","Cork"
11064,"SAVEA",1,"1998-05-01","Boise"
11065,"LILAS",8,"1998-05-01","Barquisimeto"
11066,"WHITC",7,"1998-05-01","Seattle"
11067,"DRACD",1,"1998-05-04","Aachen"
11068,"QUEEN",8,"1998-05-04","Sao Paulo"
11069,"TORTU",1,"1998-05-04","México D.F."
11070,"LEHMS",2,"1998-05-05","Frankfurt a.M."
11071,"LILAS",1,"1998-05-05","Barquisimeto"
11072,"ERNSH",4,"1998-05-05","Graz"
11073,"PERIC",2,"1998-05-05","México D.F."
11074,"SIMOB",7,"1998-05-06","Kobenhavn"
11075,"RICSU",8,"1998-05-06","Genève"
11076,"BONAP",4,"1998-05-06","Marseille"
11077,"RATTC",1,"1998-05-06","Albuquerque"
